Date,Close,High,Low,Open,Volume
,D,D,D,D,D
2020-01-02,64.55374908447266,65.32562428593806,64.1993202117287,65.2783626962305,3004200
2020-01-03,64.39622497558594,65.01844947849692,64.37259718583398,64.43560262213848,2840700
2020-01-06,64.89242553710938,65.09720972681463,64.46710730115328,64.46710730115328,2164400
2020-01-07,64.75065612792969,64.96331826141574,64.55374986090311,64.72702833734289,2555100
2020-01-08,64.34107208251953,64.96329639800612,64.23867701230127,64.916034823636,2591100
2020-01-09,64.5222396850586,64.63250670625688,64.1993165541499,64.21506641042023,2206500
2020-01-10,64.64039611816406,65.08146428128467,64.56163480462153,64.63251818407889,2420200
2020-01-13,64.6246337890625,64.90817927038482,64.53799455815279,64.64826157765572,1726600
2020-01-14,64.5458755493164,64.73490990282228,64.00241830801949,64.56950935033169,2872000
2020-01-15,65.364990234375,65.364990234375,64.68763232445599,64.71126611963093,2749400
2020-01-16,65.77456665039062,65.95571703864765,65.22322553472121,65.37287621040464,2657700
2020-01-17,66.19988250732422,66.23138221876913,65.24685098581726,65.95571467536296,3610800
2020-01-21,66.18413543701172,66.39679757668475,65.40438827944996,66.16050764573751,4520000
2020-01-22,65.91633605957031,66.49129892603939,65.90058019497842,66.3652820548126,2279400
2020-01-23,66.21563720703125,66.27077071974577,65.68792986974921,65.91634185359567,2270900
2020-01-24,66.16050720214844,66.42829684693078,65.74306686816271,66.19201292667033,2640800
2020-01-27,65.62490844726562,66.31801621731987,65.52251937039097,66.12110998626001,2226000
2020-01-28,66.57007598876953,66.64884331218165,65.7115674473259,65.72731730654647,2718800
2020-01-29,67.25530242919922,67.3104359422453,66.50706103655915,66.62519998658489,2973100
2020-01-30,68.11380767822266,68.27920819507203,66.89298661358488,67.21590971530946,3380500
2020-01-31,67.53884887695312,68.21620690910031,67.12928648986758,68.01930064415293,3968300
2020-02-03,67.60973358154297,67.8460235077815,67.44433303681699,67.69637282055693,2030300
2020-02-04,66.60157775878906,67.77514350594066,66.57794996681065,67.7278819128811,3025800
2020-02-05,66.88511657714844,67.1214064914558,66.2550201541657,66.50705992517922,2604600
2020-02-06,67.16078186035156,67.49158893098463,66.76696935592823,67.02688705103209,1594300
2020-02-07,66.7984848022461,67.44433716316286,66.75910715153212,67.29469247588524,2276700
2020-02-10,66.62519073486328,66.94811984436359,66.3258954211885,66.7984691829755,2329800
2020-02-11,67.12140655517578,67.90903159147852,66.83786106137863,67.14503434480852,3759800
2020-02-12,67.56246948242188,67.87752067465433,66.82997801434963,66.94812296257452,3463800
2020-02-13,67.92478942871094,68.45250283195266,67.53885479812757,67.53885479812757,3571400
2020-02-14,68.88568115234375,69.00382610308951,67.89327197882189,68.04292265037331,2881300
2020-02-18,70.08289337158203,70.106521166271,68.76755471256348,69.22437877356145,3419500
2020-02-19,69.18498992919922,70.25616060831604,69.04322317168076,70.08288812387028,2665800
2020-02-20,70.2955322265625,70.35066573696436,69.09046692127774,69.15347836433756,3034800
2020-02-21,70.39791870117188,70.68934210767793,70.02774000741779,70.13800702412782,3126400
2020-02-24,70.7287368774414,71.58724535806591,69.98048942175586,70.1301401147135,4665600
2020-02-25,69.1456069946289,70.99652474420162,68.95657865660979,70.7287350994331,3879900
2020-02-26,68.34222412109375,69.94110804776648,68.30284647337716,69.46852820234861,3902100
2020-02-27,64.71927642822266,68.2546326002573,64.64761675847677,68.01575488461232,4549200
2020-02-28,62.25090789794922,63.5408367976454,60.825617776501616,63.5408367976454,8245700
2020-03-02,67.02839660644531,67.13987123913712,62.46587657588654,62.64105273437706,5612300
2020-03-03,66.39141082763672,68.42981766087325,66.03310028258923,66.69399011670329,5624500
2020-03-04,70.89022827148438,70.9141148304126,67.06822697013718,67.06822697013718,4571600
2020-03-05,69.4092025756836,70.69913146374837,68.61295152562437,69.56845643064348,3880800
2020-03-06,69.03495788574219,69.34549528352224,66.51084372433499,67.60170975942957,4520400
2020-03-09,64.75908660888672,67.21949895318097,63.34176099082452,65.5792240569848,6171300
2020-03-10,66.26402282714844,66.98065008959159,62.95161506959533,66.14458393758888,4869600
2020-03-11,62.86403274536133,64.85466083831027,62.04389494305274,64.69541302084028,4258300
2020-03-12,56.78065872192383,61.303364792746606,55.57832404656247,59.3207014389182,6777600
2020-03-13,62.33849334716797,62.394230675806035,56.78862274242284,60.515077774703755,7362700
2020-03-16,54.662628173828125,61.31132229906937,54.04951154888639,56.75676595629535,6506700
2020-03-17,64.082275390625,65.84994729357857,55.88885286411119,55.944590184363165,8190800
2020-03-18,63.90711212158203,64.2176495506654,58.508530877623635,59.862155256965856,6562700
2020-03-19,57.21063995361328,63.71600994097051,56.58956507157714,63.64435025838807,7855600
2020-03-20,53.52399826049805,57.36192820093839,52.83125763792955,57.34599977747874,9964200
2020-03-23,47.28934860229492,53.43640758003258,46.01534815805447,53.43640758003258,8042700
2020-03-24,52.289794921875,53.67527585589931,49.38348097175134,50.020481081541725,6514400
2020-03-25,53.619544982910156,56.38253721134235,50.9839558436444,51.62095913964929,4987600
2020-03-26,57.680423736572266,58.52444784312684,53.356780612103925,53.595652264475035,4741300
2020-03-27,58.18206024169922,60.45137437338943,55.25982053396282,55.81719380318041,4217000
2020-03-30,61.1600341796875,62.12349711050305,59.12163366985709,59.153484437187274,5701400
2020-03-31,57.48137664794922,60.69026804411671,57.250463068645665,60.24436931162136,4531400
2020-04-01,55.68183517456055,56.39049811040492,54.017667350841315,54.98113645004962,4381200
2020-04-02,56.58159637451172,57.79190134477296,54.5830106586745,54.82188232326138,3533000
2020-04-03,55.37925720214844,56.88417104425644,54.63874355961015,56.10384242339058,3388500
2020-04-06,59.010162353515625,59.8064133569905,56.979719864689486,56.979719864689486,5060900
2020-04-07,58.47667694091797,60.70617615533074,58.24576341578032,60.220462546405535,4259300
2020-04-08,62.28274917602539,62.82420005541599,58.588145319564504,58.98627078750135,3891800
2020-04-09,64.96611022949219,65.80217613295544,62.60920821414375,62.60920821414375,5479200
2020-04-13,63.32583999633789,64.62373299252268,62.442000915162666,64.17782830905755,2740600
2020-04-14,65.3084945678711,65.42793341496916,63.97079284517943,64.97407065592621,3390800
2020-04-15,63.532867431640625,64.48040805685297,63.22233003050452,64.32911842427944,2972700
2020-04-16,62.163330078125,64.40079397509449,62.131479301577365,64.07433414658159,3623700
2020-04-17,64.90242004394531,65.25276634940379,62.816240258417196,63.50898080826629,2828400
2020-04-20,62.99142074584961,64.74317061738451,62.83217296658766,64.40874663598639,3369200
2020-04-21,61.000797271728516,62.36238592406777,60.59470750965456,62.027961919966295,2962100
2020-04-22,62.696807861328125,63.301960378500915,61.8050105464562,62.17128531148054,2892700
2020-04-23,61.23968505859375,62.76052175001424,60.94506991631595,62.51368581251231,2532000
2020-04-24,62.043880462646484,62.36238209816626,60.96894275831648,61.860746122789166,2410900
2020-04-27,62.5216178894043,62.96752252359125,62.10757009506525,62.290710474717216,2412300
2020-04-28,63.11882019042969,64.32116101747742,62.80032461961305,63.42936369932905,2567700
2020-04-29,62.64108657836914,64.15396522145771,62.099635466366344,64.15396522145771,2737000
2020-04-30,61.414833068847656,62.234976643361044,60.8733821844152,62.10757357647689,3145000
2020-05-01,60.204532623291016,61.00874775448301,59.8541802740762,60.7459834925719,2679700
