Date,Close,High,Low,Open,Volume
,VNQ,VNQ,VNQ,VNQ,VNQ
2020-01-02,74.44990539550781,75.70020993515485,73.96277528512212,75.65961937257003,5106600
2020-01-03,74.91270446777344,75.06696476103303,73.9059677506521,74.07646303542445,5015500
2020-01-06,75.00199890136719,75.26992266956472,74.5879416532761,74.83150364729504,4889000
2020-01-07,74.16576385498047,74.83963053072696,73.75982096995682,74.83963053072696,6529100
2020-01-08,74.39310455322266,74.53924426646,73.93032982700404,74.19825366697218,6766100
2020-01-09,74.35250091552734,74.58794853406997,74.17388505358488,74.37685649775642,4213800
2020-01-10,74.92083740234375,75.01014535586918,74.31192291605136,74.51489441148216,5838800
2020-01-13,75.82202911376953,75.83014970772416,74.9695463802837,74.99390816214759,5552600
2020-01-14,75.5378646850586,75.78954733126808,75.11568054939345,75.74895675289117,4120700
2020-01-15,76.2198486328125,76.38222953480795,75.72459772157298,75.75707390197206,4471500
2020-01-16,76.82876586914062,76.82876586914062,76.21173700173863,76.34163553385547,4426700
2020-01-17,76.90182495117188,77.15350757024956,76.73944407257567,76.78816143325311,3581300
2020-01-21,77.63253021240234,77.68936197633465,76.79628255140172,76.99925402175961,4217400
2020-01-22,77.1129150390625,78.06281992650165,76.9830103394826,77.81925171188787,5024300
2020-01-23,77.76243591308594,77.7949120946458,76.87748319382322,77.20223262102529,4825000
2020-01-24,77.49447631835938,77.97349203268476,77.25903495048915,77.85982854674899,3518100
2020-01-27,77.12102508544922,77.38082827575214,76.9099392518383,77.09666950420154,3047000
2020-01-28,77.42955017089844,77.67311219184795,77.10479461543541,77.25093430568393,3006100
2020-01-29,77.1453857421875,77.76242068257616,77.07231899363734,77.66499835117595,3785500
2020-01-30,77.20221710205078,77.36459797720875,76.80439479775858,76.94241389599507,4142400
2020-01-31,76.26043701171875,77.21034195557898,76.04934495946179,77.12915461061782,6370900
2020-02-03,76.51211547851562,77.088553648849,76.19548051444796,76.21983609719209,7508200
2020-02-04,77.29963684082031,77.61627176864148,76.57705906254161,76.7881510791545,4422900
2020-02-05,77.34837341308594,77.64065285697777,77.16976370332837,77.445801959116,4413700
2020-02-06,77.6081771850586,77.83551046062293,77.46204365635056,77.57570719703352,3327500
2020-02-07,77.59191131591797,77.8030033192743,77.3889399034358,77.71369540224647,3176200
2020-02-10,78.46064758300781,78.47688876866204,77.81113642918196,77.90044436768795,4457000
2020-02-11,79.05329895019531,79.53230845582486,78.72854348841169,78.72854348841169,5362200
2020-02-12,79.52420806884766,79.76777627561222,78.85846199044757,79.18321753473471,6298700
2020-02-13,80.00322723388672,80.15748751756429,79.36183671051852,79.50797640184541,3683500
2020-02-14,80.83134460449219,80.84758578850689,80.08441118893285,80.18995410824118,3004800
2020-02-18,80.7420425415039,80.93689959865729,80.27926787060981,80.88006783887019,4186800
2020-02-19,79.65412139892578,80.78264223715527,79.6460008060342,80.78264223715527,4415200
2020-02-20,80.60404205322266,80.64463883138777,79.45928600051082,79.6947336866314,5556500
2020-02-21,80.83946990966797,80.96125402009136,80.40105082866204,80.59590168882117,3670800
2020-02-24,79.73531341552734,80.48224695616886,79.36184664520658,79.88145312514833,5214600
2020-02-25,77.57569122314453,80.06818039922364,77.36459917925787,79.92204070640935,7378900
2020-02-26,76.73944854736328,78.31450909350619,76.6988579709952,77.72995028486768,9407200
2020-02-27,72.6556625366211,75.74895181820821,72.6556625366211,75.5865709326854,11869100
2020-02-28,70.90198516845703,71.60832181797171,68.73425166788302,71.04000426155797,22471800
2020-03-02,73.93031311035156,73.93843370208357,70.76396369649372,71.1617859726098,14250500
2020-03-03,73.75982666015625,75.75706506524585,73.1509122856461,74.02775047154807,14654200
2020-03-04,76.54458618164062,76.64201469984928,74.79903061079737,74.90457972073924,10638200
2020-03-05,74.90457153320312,75.86259684451548,74.00337796941794,75.27803818755257,9803600
2020-03-06,73.61368560791016,73.88973000692442,71.27545668272894,73.26457445851392,10302700
2020-03-09,67.9385986328125,70.25247174145618,67.84117011458665,69.82217329246939,14017500
2020-03-10,70.8089370727539,70.87439633507107,66.95511196000986,69.58978796415639,11782100
2020-03-11,66.55416107177734,69.26247959093088,65.89140338294668,69.26247959093088,16447000
2020-03-12,59.81201171875,64.25495629693584,59.40290082294113,62.10303523229444,16761500
2020-03-13,65.03227996826172,65.10591694353383,59.74656095128571,63.27310161826547,10968600
2020-03-16,53.5035285949707,60.834795940155665,53.38079406363468,58.81378688410691,11396500
2020-03-17,56.596412658691406,57.68464938646078,52.726226202768736,54.51812808772,9100900
2020-03-18,51.2125129699707,55.18089137730368,49.502428936407675,53.217157410657556,15714500
2020-03-19,51.39252471923828,52.570763270436274,49.093319785621425,50.49247865040702,13090000
2020-03-20,48.83148956298828,53.348072288947996,48.56147480282554,51.99800785194207,18838000
2020-03-23,46.565006256103516,48.684201013297816,45.476772797689534,48.59419610866016,15558600
2020-03-24,50.754310607910156,50.94250129686816,48.0950890583079,48.77421482918481,14401600
2020-03-25,53.4871711730957,56.269120811888534,50.590664718051585,50.96704606632899,15209300
2020-03-26,57.259178161621094,57.480095354344364,53.65900012223632,53.98629016991465,14486100
