Date,Close,High,Low,Open,Volume
,LLY,LLY,LLY,LLY,LLY
2020-01-02,123.44926452636719,123.49593993642631,122.067324745148,123.03841833452815,2204200
2020-01-03,123.03843688964844,123.69204945356063,121.60047500135632,121.6658433815902,1963500
2020-01-06,123.4959487915039,123.77607251036027,122.26342437529375,122.71161377685343,2102900
2020-01-07,123.72936248779297,124.12152993058132,122.97303854472389,122.97303854472389,2448300
2020-01-08,124.84986114501953,125.31672919855345,123.26249836485839,123.68269101118474,5188600
2020-01-09,126.91343688964844,127.32428314355504,125.12999712731992,125.63422271081815,4522800
2020-01-10,128.85560607910156,129.10771886295592,126.54927633772604,126.78271040670992,4177600
2020-01-13,129.73329162597656,130.71371734735445,128.75286590459868,129.04232180617996,5117100
2020-01-14,131.32997131347656,131.56340532878505,128.9676202183693,129.7799802800663,4685200
2020-01-15,131.7594757080078,132.30104424913816,130.73236050109173,131.26459681222445,3676500
2020-01-16,132.05831909179688,132.56254467640161,130.58302826434613,132.43182216329768,3794800
2020-01-17,130.3308868408203,132.34776024079974,130.12546375854376,131.54474662308658,5393200
2020-01-21,131.57273864746094,132.1890078056771,129.2570631888936,130.25616751336648,4849500
2020-01-22,132.17967224121094,132.82395239184433,131.3673264413765,131.89021634691045,2742100
2020-01-23,131.85289001464844,132.34776904185597,130.61101920655003,131.89023319223557,3138700
2020-01-24,129.85467529296875,132.58118276485283,129.50918327673946,132.45046029180637,3183300
2020-01-27,129.14503479003906,129.88269427105482,128.2393096537125,128.2393096537125,2826400
2020-01-28,130.03207397460938,130.61099999970017,129.070327006734,129.49985184808003,2649100
2020-01-29,130.64837646484375,131.78753584774722,129.76132986279524,130.26554117682042,2815500
2020-01-30,133.21609497070312,134.1965204845302,128.9489294501518,129.02361578185486,5243400
2020-01-31,130.38690185546875,133.38420085422126,130.22816843619944,133.38420085422126,3913500
2020-02-03,131.6567840576172,132.18902044907767,130.42424562329705,131.21792697094395,5137800
2020-02-04,133.93515014648438,134.52340863181854,132.38514431865295,132.87069123111428,3177500
2020-02-05,137.58599853515625,137.59533076553242,134.9528563057184,135.18629029424247,4060900
2020-02-06,137.53933715820312,138.07155935263913,137.08180131748776,137.95018334208095,3285000
2020-02-07,136.7083282470703,137.46465233251405,135.7465810461129,137.46465233251405,2670400
2020-02-10,135.867919921875,135.9052773404912,131.76881946110348,132.1236436995544,4892100
2020-02-11,134.69142150878906,136.19473707785852,133.69231712387509,136.07334683543843,2976400
2020-02-12,134.00048828125,135.29838113926036,133.9818238140016,135.0836257844243,3953200
2020-02-13,133.09005737304688,134.91089679951972,133.08066244883918,134.08494547496772,3455500
2020-02-14,132.4518280029297,133.578130553572,131.93562270900577,133.51242336545405,2273700
2020-02-18,132.3485565185547,133.24021490571602,131.89804418503505,132.3579514414904,2858200
2020-02-19,132.17959594726562,133.12755209358937,131.73846429463816,132.9210643276137,3082800
2020-02-20,133.2777557373047,134.0379997990094,132.5268922772957,132.93048729468137,3417000
2020-02-21,133.31532287597656,133.88785478366077,131.7103660066132,132.65832256917483,2900900
2020-02-24,129.6642303466797,132.89293312382105,129.40143029007785,130.72482549609143,4727400
2020-02-25,127.092529296875,130.6778807506783,126.3510465302782,130.40570011987572,3401600
2020-02-26,125.3280258178711,128.60366052580454,125.12153799550678,127.6744653251652,4659000
2020-02-27,121.25460815429688,126.39799945449705,121.12320811704274,125.14031133770325,4292800
2020-02-28,118.38256072998047,119.01141194569915,114.04634520280665,118.61720467533021,7898300
2020-03-02,124.68038177490234,124.83055731108978,118.45762799960039,119.89364755076517,7355700
2020-03-03,122.30581665039062,127.31780824928646,120.78532835717144,125.09338806897973,6936600
2020-03-04,131.75726318359375,132.20777551583907,124.83056983825118,124.85872596392096,5301900
2020-03-05,131.54141235351562,133.19331517484068,129.08234797190238,129.880143250068,6882100
2020-03-06,132.77093505859375,133.61564752509997,127.22394880681766,127.75892954986368,8010700
2020-03-09,127.38352966308594,132.2735023649218,125.12155817605927,125.78795340508535,5351300
2020-03-10,132.5175018310547,133.21203866470512,126.44491606870747,130.6778872067716,5961200
2020-03-11,131.41941833496094,133.12761924422242,128.9509588193851,130.89381805518818,7211800
2020-03-12,118.27932739257812,128.11560561151003,118.19485900186987,122.75633111925447,7836300
2020-03-13,130.80931091308594,130.80931091308594,120.61637666521361,124.78365570776805,6841700
2020-03-16,121.43295288085938,130.16169717545915,120.3723575453282,122.95344123538398,6619700
2020-03-17,134.40406799316406,134.77011202668834,123.04730802899246,125.02770377999104,8909200
2020-03-18,134.3008270263672,135.15493456390402,125.84426301253006,127.96543946868418,6734600
2020-03-19,124.91503143310547,134.19754415851614,123.06603623302576,133.73765124986,6554800
2020-03-20,114.88169860839844,124.12667035586948,112.84499049959302,124.04220195687829,9113500
2020-03-23,111.7374496459961,119.08649257257268,109.8696786851587,113.52073790214023,7299300
2020-03-24,115.34159088134766,116.94655479857703,110.19819899936685,115.67009101164038,6827300
2020-03-25,114.44994354248047,118.391959320575,111.88762827418311,112.74173575053743,6472100
2020-03-26,126.09765625,127.40227595421162,114.44992789306798,115.71700370843179,6723600
2020-03-27,125.87239074707031,129.1574057765963,122.20255623406145,122.62491244498042,4717400
